Nombre,Region,CUT_Reg,Provincia,CUT_provin,Comuna,CUT_comuna,Categoria_,SUP_M2,T__HOGARES,SUP_km,xcoord,ycoord
Sol y Luna,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,8317.70711878000,"78",0.00831770266,-70.3756177827521,-23.6136327805702
Todos Luchando Por Un Sueño,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,2248.02458381000,"25",0.00224802367,-70.3740448258149,-23.6268150021028
Villa Constancia,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,7846.44280535000,"80",0.00784644476,-70.3892880104425,-23.6686227173488
Vista Hermosa,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,27502.79297970000,"350",0.02750278820,-70.3736816103646,-23.6250296406685
Calameños Unidos,Antofagasta,"2",El Loa,"22",Calama,"2201",Rural,43737.71401370000,"91",0.04373772201,-68.976752756994,-22.4707749072373
Indígena I,Antofagasta,"2",El Loa,"22",Calama,"2201",Urbano,22075.38005720000,"80",0.02207537575,-68.9504549835991,-22.4592640306444
Indígena II,Antofagasta,"2",El Loa,"22",Calama,"2201",Urbano,16787.50864400000,"72",0.01678751338,-68.9512988187712,-22.4595976577084
Jardines del Viento,Antofagasta,"2",El Loa,"22",Calama,"2201",Rural,902307.64933499997,"139",0.90230766995,-68.9689410505742,-22.4665885891168
Quetena,Antofagasta,"2",El Loa,"22",Calama,"2201",Rural,223915.28270300000,"41",0.22391527692,-68.9635592648113,-22.4602512570251
Villa Internacional,Antofagasta,"2",Antofagasta,"21",Mejillones,"2102",Urbano,56934.82477740000,"489",0.05693482578,-70.4389402252739,-23.1034719995606
El Carmen,Antofagasta,"2",El Loa,"22",San Pedro de Atacama,"2203",Rural,58372.13246440000,"77",0.05837212928,-68.2010260685013,-22.8981295558325
Lickanantay 2018,Antofagasta,"2",El Loa,"22",San Pedro de Atacama,"2203",Rural,78429.81148330000,"140",0.07842979355,-68.1984172685668,-22.893834483872
Cerro La Cruz,Antofagasta,"2",Antofagasta,"21",Taltal,"2104",Urbano,8438.46822634000,"14",0.00843846095,-70.4795914446593,-25.4049595041767
Luchando por nuestro hogar,Antofagasta,"2",Antofagasta,"21",Taltal,"2104",Mixto,58706.59704860000,"137",0.05870658522,-70.4703746634027,-25.4038725814524
Manco Moreno,Antofagasta,"2",Antofagasta,"21",Taltal,"2104",Urbano,19203.83616360000,"25",0.01920384589,-70.4704486204175,-25.4002378069615
Salvador Allende,Antofagasta,"2",Antofagasta,"21",Taltal,"2104",Mixto,7935.21830292000,"21",0.00793522049,-70.4737029800646,-25.4088641377006
Tiro Al Blanco II,Antofagasta,"2",Antofagasta,"21",Taltal,"2104",Mixto,38802.57819010000,"64",0.03880257195,-70.4786017264939,-25.4138162031366
Vida Nueva,Antofagasta,"2",Antofagasta,"21",Taltal,"2104",Mixto,14199.43319460000,"32",0.01419943375,-70.4713912745092,-25.4062764384237
Ex Vertedero Sur,Tarapacá,"1",Iquique,"11",Alto Hospicio,"1107",Urbano,33931.27896440000,"180",0.03393127866,-70.1000852237463,-20.2873664910722
"Pasaje Los lancheros - Ensenada (ex lancheros del Bongo, sector 2)",Valparaíso,"5",Valparaíso,"51",Valparaíso,"5101",Urbano,15096.65264730000,"61",0.01509664860,-71.6477295044886,-33.0561618271933
"Puertas negras (ex lancheros del Bongo, sector 4)",Valparaíso,"5",Valparaíso,"51",Valparaíso,"5101",Urbano,9424.62475840000,"6",0.00942462346,-71.6466512368779,-33.0572099731538
Sor Teresa (ex Pampa Ilusión),Valparaíso,"5",Valparaíso,"51",Valparaíso,"5101",Urbano,17817.71074440000,"14",0.01781770597,-71.5948546102157,-33.0734319245613
Vista Hermosa,Valparaíso,"5",Petorca,"54",La Ligua,"5401",Rural,6162.78341907000,"25",0.00616278232,-71.2280078388322,-32.4600327875042
Laguna Verde Sur,Tarapacá,"1",Iquique,"11",Iquique,"1101",Mixto,24595.52606240000,"22",0.02459552698,-70.1239728006679,-20.2475447810612
La Ligua,Biobío,"8",Concepción,"81",Talcahuano,"8110",Urbano,11660.40891460000,"28",0.01166040737,-73.0975397757413,-36.7750118520596
Laguna Verde Norte,Tarapacá,"1",Iquique,"11",Iquique,"1101",Rural,10368.73028980000,"84",0.01036872966,-70.1253743272416,-20.2441571830682
Lo Aranda,Valparaíso,"5",San Felipe de Aconcagua,"57",Putaendo,"5705",Rural,94570.09963820000,"32",0.09457009786,-70.7391367388825,-32.6914472224185
Grupo Rukanhue,Valparaíso,"5",Petorca,"54",Cabildo,"5402",Mixto,8015.47426329000,"9",0.00801547514,-71.0656808533117,-32.4232343730822
San Martin,Tarapacá,"1",Iquique,"11",Alto Hospicio,"1107",Urbano,8483.42683155000,"38",0.00848342759,-70.1044310560725,-20.2985727310023
Ribera del Río II,O'Higgins,"6",Cachapoal,"61",Rancagua,"6101",Rural,77435.83357100000,"53",0.07743582735,-70.7413758625646,-34.1963966976407
Nueva Esperanza,Maule,"7",Linares,"74",Retiro,"7405",Rural,8321.15688289000,"21",0.00832115645,-71.8068428194363,-36.094917199243
Villa Las Estrellas,Maule,"7",Linares,"4",Retiro,"7405",Rural,8525.71004607000,"13",0.00852571307,-71.8064402895714,-36.0945772862926
René Schnaider,Maule,"7",Talca,"1",Talca,"7101",Urbano,2701.44212380000,"12",0.00270144035,-71.6720089958375,-35.4175783782327
Lautaro,Magallanes,"12",Magallanes,"121",Punta Arenas,"12101",Urbano,25117.64461690000,"53",0.02511763942,-70.9182850941977,-53.1251561927376
La Flora,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,3054.42881199000,"17",0.00305442779,-70.3837236590592,-23.6447751106989
La Estancilla II,Metropolitana,"13",Maipo,"134",San Bernardo,"13401",Rural,11810.33302730000,"48",0.01181032979,-70.7225520487699,-33.6750866825502
Santa Teresa II,Metropolitana,"13",Maipo,"134",San Bernardo,"13401",Urbano,6653.38271004000,"29",0.00665338814,-70.6747631350562,-33.5893192830129
El Manzano,Metropolitana,"13",Cordillera,"132",San José de Maipo,"13203",Rural,16383.88920260000,"9",0.01638388582,-70.4097008753989,-33.5810661219268
Santa Luisa II,Metropolitana,"13",Santiago,"131",La Florida,"13110",Urbano,2250.62902054000,"9",0.00225063151,-70.5514796289532,-33.5135842650775
Yaldad 2,Los Lagos,"10",Chiloé,"102",Quellón,"10208",Urbano,2387.13378134000,"12",0.00238713446,-73.6419774641529,-43.1185868129339
Chacabuco,Biobío,"8",Biobío,"83",Laja,"8304",Urbano,21889.83067330000,"27",0.02188983176,-72.7172795401215,-37.271994592277
18 de Septiembre,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,9733.57267374000,"55",0.00973357588,-70.3735971608366,-23.6272670761835
Villa Esperanza II,Valparaíso,"5",Valparaíso,"51",Viña del Mar,"5109",Urbano,33075.75376310000,"162",0.03307574529,-71.5068580543294,-32.991214462983
Sector Torres Alta Tensión,Valparaíso,"5",Valparaíso,"51",Valparaíso,"5101",Urbano,11125.09109550000,"12",0.01112509908,-71.6246638868594,-33.061651532604
Sector Calle Conti,Valparaíso,"5",Valparaíso,"51",Valparaíso,"5101",Urbano,8261.09927260000,"25",0.00826109752,-71.6235613367639,-33.0615338648089
Los Faluchos,Valparaíso,"5",San Antonio,"56",Cartagena,"5603",Urbano,4541.74632960000,"31",0.00454174819,-71.5987015257104,-33.5371641906726
San Miguel de Azapa,Arica y Parinacota,"15",Arica,"151",Arica,"15101",Mixto,10105.06390150000,"33",0.01010506685,-70.281817885943,-18.4956176845095
Quebrada Las Rosas II,Coquimbo,"4",Elqui,"41",Coquimbo,"4102",Urbano,23142.67974390000,"54",0.02314267452,-71.3486552302873,-29.9864496470249
Callejón Martínez,Atacama,"3",Huasco,"33",Vallenar,"3301",Urbano,17536.93376780000,"44",0.01753692971,-70.7708132687327,-28.572888751566
Por un Futuro Mejor,Los Lagos,"10",Osorno,"103",Osorno,"10301",Urbano,354.96077087800,"11",0.00035496173,-73.1721710400948,-40.5948002755904
Bosque Hermoso,Metropolitana,"13",Chacabuco,"133",Lampa,"13302",Rural,6658.27251690000,"30",0.00665827375,-70.8924138578728,-33.278533208525
Sor Gisella,Los Lagos,"10",Chiloé,"102",Ancud,"10202",Urbano,2710.43024267000,"8",0.00271042981,-73.8182985901547,-41.8592521270434
Angostura,La Araucanía,"9",Malleco,"92",Curacuatín,"9203",Urbano,4104.06280795000,"7",0.00410406570,-71.8815038978358,-38.4362385433602
Camino Cementerio,Aysén,"11",Aysén,"112",Aysén,"11201",Urbano,3199.88371492000,"6",0.00319988354,-72.7034922633619,-45.4001568177799
Cruzada Sur,La Araucanía,"9",Cautín,"91",Freire,"9105",Mixto,13067.62495720000,"9",0.01306761739,-72.6170629450327,-38.8719477233289
El Pantanal II,O'Higgins,"6",Cachapoal,"61",Rancagua,"6101",Urbano,842.12564638400,"7",0.00084212373,-70.7187306738717,-34.1566458015323
Estación El Tambo,Coquimbo,"4",Choapa,"42",Salamanca,"4204",Rural,1124.37954673000,"5",0.00112437997,-71.026203831045,-31.7923513656748
Pasaje Colón - El Colorado,Tarapacá,"1",Iquique,"11",Iquique,"1101",Urbano,2138.21257353000,"9",0.00213821182,-70.1441795604881,-20.207805263969
Pedro de Valdivia,Atacama,"3",Copiapó,"31",Copiapó,"3101",Urbano,1670.15189653000,"8",0.00167015109,-70.3015599997965,-27.3841854748621
Ribera Río Traiguén,La Araucanía,"9",Malleco,"92",Victoria,"9211",Urbano,3869.81888374000,"5",0.00386982030,-72.3242745011179,-38.2266070355664
Villa San Rafael,Coquimbo,"4",Choapa,"42",Illapel,"4201",Urbano,1267.60722528000,"6",0.00126760583,-71.1896107073206,-31.6374498195674
Villa Amanecer,Arica y Parinacota,"15",Arica,"151",Arica,"15101",Urbao,53686.11804820000,"0",0.05368611805,-70.2804933071926,-18.4650910603218
Villa El Solar,Arica y Parinacota,"15",Arica,"151",Arica,"15101",Urbano,25521.59359790000,"0",0.02552159360,-70.2794311441312,-18.4643651248296
Villa Los Laureles,Arica y Parinacota,"15",Arica,"151",Arica,"1501",Urbano,56242.23905630000,"0",0.05624223906,-70.2799238527669,-18.461785113921
